Bygg	Fra	DX1	DX2	DX3	DX4	DX5	DX6	DY1	DY2	DY3	DY4	DY5	DY6	ETXMin	ETXMax	ETYMin	ETXMax	Grunnlast	ETColor	Navn
Trondheim Kommune - Lundamo Auto AS	07.10.2019		-13.5	2.2	9.3	14	20		26265.2	18416.1	6811.4	3773.6	3773.6	-15	23	0	40000	3773.6	0	191010 VS: Ny ET-kurve
Trondheim Kommune - Kultursenteret ISAK	03.01.2000		-12	-10.5	10	20			28350	28350	6300	6300		-15	25	0	30000	6500	0	ET fra Entros eos
Trondheim Kommune - Kultursenteret ISAK	29.12.2014			-8.8	11	15	20			18962.3	5505.7	4200	4000	-15	20	0	25000	4000	0	20171211 ØL: Ny ET-kurve
Trondheim Kommune - Kultursenteret ISAK	02.01.2017			-8.8	11	15	20			19717	5505.7	3339.6	3339.6	-15	20	0	30000	3339.6	0	20180822 ØL: Ny ET-kurve
Trondheim Kommune - Kultursenteret ISAK	01.01.2018			-12.1	6	13	20			22416.1	10713.2	5377.3	5377.3	-15	20	0	30000	5377.3	0	20190405 ØL: Ny ET-kurve
Trondheim Kommune - Leangen gård	03.01.2000		-14	13	20				13125	2187.5	2187.5			-15	25	0	15000	2000	0	ET fra Entros eos
Trondheim Kommune - Leangen gård	29.12.2014	-15	-3	13	20			11000	9000	1200	1200			-15	20	0	14000	1200	0	20170118 ØL: NY ET-kurve
Trondheim Kommune - Leangen gård	02.01.2017	-10.7	6.5	13.2	20			12162.3	4403.8	2045.3	2045.3			-15	20	0	14000	2045.3	0	20180529 ØL: Ny ET-kurve
Trondheim Kommune - LKV Lademoen Kunstnerverksted	03.01.2000		-14	11.5	20				31556	4508	4508			-15	25	0	33000	4300	0	ET fra Entros eos
Trondheim Kommune - LKV Lademoen Kunstnerverksted	29.12.2014	-15	-5	12	20			23000	19000	3700	3700			-15	20	0	26000	3700	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - LKV Lademoen Kunstnerverksted	01.01.2018		-12.4	2.8	7.4	13.5	20		19918	12894.3	7618.9	3307.5	3307.5	-15	20	0	26000	3307.5	0	20190205 ØL: Ny ET-kurve
Trondheim Kommune - Trikkestallen Skatepark	03.01.2000		-16	0	12.5	20			22092	17989.2	3156	3156		-15	25	0	25000	3000	0	ET fra Entros eos
Trondheim Kommune - Trikkestallen Skatepark	29.12.2014	-11.5	1.5	9.2	14.7	20		21416.1	13680.2	4812.4	1900	1900		-15	20	0	25000	1900	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Trikkestallen Skatepark	01.01.2018	-10	3.1	9.4	16	20		21416.1	11227.4	4718.1	1428.3	1428.3		-15	20	0	25000	1428.3	0	20190208 ØL: Ny ET-kurve
Trondheim Kommune - Trikkestallen Skatepark	13.01.2020	-12.6	1.7	8.8	14.4	19.9		19246.2	8397.2	4435.1	1239.6	1239.6		-15	20	0	25000	1334	0	200220 VS: Ny ET kurve. Varmepumpe igangsatt fra uke 3. Oppdateres etterhvert
Trondheim Kommune - Produksjonskjøkkenet	03.01.2000		-20	6	12	22			52400	23580	23580	26200		-18	25	0	55000	23500	0	ET fra Entros eos
Trondheim Kommune - Produksjonskjøkkenet	15.02.2016			-13.4	8.1	22				31468	24120.8	24120.8		-15	20	0	33000	24120.8	0	20171124 ØL: Ny ET-kurve
Trondheim Kommune - Produksjonskjøkkenet	02.01.2017			-10.5	8.1	22				30347.2	22128.3	22128.3		-15	20	0	50000	22128.3	0	20171124 ØL: Ny ET-kurve
Trondheim Kommune - Produksjonskjøkkenet	01.01.2018			-13.7	12	22				28837.8	25713.2	25713.2		-15	20	0	50000	25713.2	0	20181112 ØL: Ny ET-kurve
Trondheim Kommune - Ranheim brann og ambulansestasjon	03.01.2000		-11.3	11.5	22.5				20438.56	5226.4	5226.4			-15	25	0	21000	5000	0	ET fra Entros eos
Trondheim Kommune - Ranheim brann og ambulansestasjon	29.12.2014	-15	4	13	20			23000	9000	5200	5200			-15	20	0	25000	5200	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Rådhuset	03.01.2000		-14	-9	11	19			38736	38736	5810.4	5810.4		-18	25	0	45000	5800	0	ET fra Entros eos
Trondheim Kommune - Rådhuset	29.12.2014		-15	-3	13	20			39000	28500	5000	5000		-15	20	0	45000	5000	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Rådhuset	05.12.2016		-15	0.1	10.1	14.5	19		39000	24424.8	7698	4800	3000	-15	20	0	45000	5000	0	ØD 2017 ET med litt slakere knekk
Trondheim Kommune - Rådhuset	02.01.2017	-11.6	2.8	7	12.2	16.8	19.7	36962.2	20830.2	13679.2	6226.4	4905.7	3849.1	-15	20	0	45000	5000	0	ØD Kurve for variabel bruk - øvre sjikt
Trondheim Kommune - Trøndelag brann- og redningstjeneste IKS - Sandmoen brannstasjon	03.01.2000		-15	12.5	22.5				22825.6	5502.6	5502.6			-18	25	0	25000	6100	0	ET fra Entros eos
Trondheim Kommune - Trøndelag brann- og redningstjeneste IKS - Sandmoen brannstasjon	29.12.2014		-15	12.5	20				23400	5500	5500			-15	20	0	25000	5500	0	20170123 ØL: Ny ET-kurve
Trondheim Kommune - Trøndelag brann- og redningstjeneste IKS - Sandmoen brannstasjon	02.01.2017	-12.1	-2.5	5.9	12.5	20		15944.4	13868.9	7834	5971.7	5971.7		-15	20	0	25000	5971.7	0	20180221 ØL: Ny ET-kurve
Trondheim Kommune - Aastahagen barnehage	03.01.2000		-11.3	9	18.5				11212.56	1288.8	1288.8			-18	25	0	10000	2400	0	ET fra Entros eos
Trondheim Kommune - Aastahagen barnehage	04.01.2010		-15	11	20				5961	1370	1370			-15	20	0	10000	1370	0	20170307 ØL: Simien-test
Trondheim Kommune - Aastahagen barnehage	29.12.2014		-15	9.5	20				7500	1100	1100			-15	20	0	10000	1100	FF53C3	Lagt inn for å få grunnlast før 2016
Trondheim Kommune - Aastahagen barnehage	16.03.2015	-10.5	2.3	3.6	9.5	20		9925.5	4755.7	2518.9	1364.2	1364.2		-15	20	0	10000	1364.2	0	20170926 ØL: Ny ET-kurve
Trondheim Kommune - Aastahagen barnehage	02.01.2017		-8.9	4.1	12	20			8416.1	3613.2	1552.9	1552.9		-15	20	0	10000	1552.9	0	20180319 ØL: Ny ET-kurve (justeres når vi har mer data på fjernvarmen)
Trondheim Kommune - Aastahagen barnehage	01.01.2018			-12.6	13.8	20				8518.9	1930.3	1930.3		-15	20	0	10000	1930.3	0	20181016 ØL: Ny ET-kurve med nytt areal. En større del av bygget ble tatt i bruk ila. 2017
Trondheim Kommune - Hårstad barnehage	03.01.2000		-15.4	15	20				4843.8	1345.5	1345.5			-20	30	0	6000	1350	FF3182	ET fra Entros EOS
Trondheim Kommune - Hårstad barnehage	29.12.2014	-15	7	13	20			4600	2600	1100	1100			-15	20	0	6000	1100	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Hårstad barnehage	04.01.2016	-15	-4	6.5	8.8	15	20	4600	3841.5	1913.2	1762.3	1300	600	-15	20	0	5000	1100	1735FF	ØD Lagt inn flere knekk og tilpasset
Trondheim Kommune - Hårstad barnehage	02.01.2017		-11.7	0.1	7.1	13	20		4548.2	3347.2	2045.3	1477.4	1477.4	-15	20	0	5000	1477.4	0	20180728 ØL: Ny ET-kurve
Trondheim Kommune - Ilsvika barnehage	21.11.2016		-13.7	13	30				773.6	615.1	615.1			-15	20	0	2000	615.1	0	20180309 ØL: Ny ET-kurve
Trondheim Kommune - Ilsvika barnehage	04.03.2019		-13.7	13	30				4174.9	1256.6	1256.6			-15	20	0	5000	1256.6	0	20190524 ØL: Ny ET-kurve etter at vi får inn fjernvarme. Må oppdateres, litt usikker på hvor grunnlasten skal ligge.
Trondheim Kommune - Tirilltoppen barnehage	03.01.2000		-15	6.7	7.8	25			4666.4	4420.8	1964.8	1719.2		-15	23	0	6000	0	0	ET i fra Entros EOS
Trondheim Kommune - Tirilltoppen barnehage	04.01.2010			-10	12.2	20				4700	1850	1850		-15	23	0	6000	1850	0	Tiriltoppen bhg 06012017 HL
Trondheim Kommune - Tirilltoppen barnehage	01.01.2018			-10	12.2	20				4700	2167	2167		-15	23	0	6000	2167	0	1207208 SKB: Ny ET-kurve
Trondheim Kommune - Byneshallen	03.01.2000		-15	12	20				7841.25	2300.1	2300.1			-20	20	0	10000	0	0	ET hentet i fra Entros eos
Trondheim Kommune - Byneshallen	02.01.2017		-14.2	13	20				9056.6	3207.6	3207.6			-15	20	0	10000	3207.6	0	20181127 ØL: Ny ET-kurve
Trondheim Kommune - Byneshallen	08.04.2019	-10.5	5.6	12.5	20			8001	4000.1	3358.5	3358.5			-15	20	0	10000	3358.5	0	20190614 VG: Ny ET-kurve etter at takvarmen ble slått av. Må muligens oppdateres
Trondheim Kommune - Åsveihallen	03.01.2000		-11.4	13	24.8				6005.3	1397.3	1397.3			-15	25	0	15000	1328.3	0	13042018 SKB: Ny ET-kurve
Trondheim Kommune - Åsveihallen	31.12.2018		-12.6	13	24.8				3946.5	2091.6	2091.6			-15	25	0	8000	2091.6	0	20190204 ØL: Ny ET-kurve
Trondheim Kommune - Flatåsen barnehage	03.01.2000		-20	11	30				10000	2000	2000			-20	30	0	10000	1000	0	Manglet ET i Entros EOS (Flatåstoppen bhg)
Trondheim Kommune - Flatåsen barnehage	03.01.2011	-15	2	11.5	30			4500	3800	700	700			-15	20	0	6000	700	0	20170117 ØL: Ny ET-kurve
Trondheim Kommune - Sverresborg Friluftsbarnehage	03.01.2000		-20	11	20				150	100	50			-20	30	0	10000	1	0	ET manglet i Entro. Lagt lavt for å få opp i alarm
Trondheim Kommune - Nilsbyen Friluftsbarnehage(tidlgHaukvannet bhg)	03.01.2000		-11.6	13	20				2240	448	448			-15	20	0	10000	430	0	Manuelt avlest? ET fra Åsvang Bergslia bhg med lik m2
Trondheim Kommune - Nidarvoll bskole - Paviljong	03.01.2000	-15	10.2	20.9				2385.5	1082.65	1082.65				-15	20	0	3000	1080	0	Fra Entros EOS
Trondheim Kommune - Nidarvoll bskole - Paviljong	03.08.2015	-15	15	20				2700	200	200				-15	20	0	3000	200	0	20170119 ØL: Ny ET-kurve
Trondheim Kommune - Nidarvoll bskole - Paviljong	02.01.2017			-12.1	3	13	20			2774.6	1235	528.3	528.3	-15	20	0	3000	528.3	0	20180612 ØL: Ny ET-kurve
Trondheim Kommune - Nidarvoll bskole - Paviljong	01.01.2018				-14.6	12	20				7185.9	1471.7	1471.7	-15	20	0	8000	1471.7	0	20181213 ØL: Ny paviljong tatt i bruk i 2018
Trondheim Kommune - Viktor Baumannsvei-37(Svalsberget bhg)	03.01.2000		-17	14	22.5				3906	651	651			-18	24	0	5000	650	0	ET fra Entros eos
Trondheim Kommune - Viktor Baumannsvei-37(Svalsberget bhg)	29.12.2014		-15	13	20				4000	500	500			-15	20	0	5000	500	0	20170123 ØL: Ny ET-kurve
Trondheim Kommune - Leistad (Midlertidig))Barnehage	03.01.2000		-15.4	-5	14	20.9			6307.2	5584.5	1051.2	1051.2		-20	30	0	10000	0	0	ET fra Entros EOS
Trondheim Kommune - Leistad (Midlertidig))Barnehage	29.12.2014			-15	13	20				5000	1000	1000		-15	20	0	6000	1000	0	20170118 ØL: NY ET-kurve
Trondheim Kommune - Kristiansten Barnehage	03.01.2000		-15	11.5	22.5				3429.75	1412.25	1412.25			-20	30	0	10000	0	0	ET fra Entros EOS
Trondheim Kommune - Kristiansten Barnehage	29.12.2014		-15	12	20				3400	1400	1400			-15	20	0	5000	1400	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Kristiansten Barnehage	02.01.2017		-15	12.5	20				3475.5	1286.8	1286.8			-15	20	0	5000	1286.8	0	20190114 ØL: Ny ET-kurve
Trondheim Kommune - Breidablikk-ny (nedre)-barnehage	03.01.2000		-11	13	22.5				6121.57	1345.4	1345.4			-20	30	0	10000	1370	0	ET hentet i fra Entros EOS
Trondheim Kommune - Breidablikk-ny (nedre)-barnehage	30.12.2013		-15	14.5	20				6400	1200	1200			-15	20	0	10000	1200	0	20170116 ØL: Ny ET-kurve
Trondheim Kommune - Granåsen barnehage	03.01.2000		-15	11	20				6409	1712.75	1712.75			-20	30	0	10000	1700	0	ET fra Entros EOS
Trondheim Kommune - Granåsen barnehage	16.05.2016		-15	11	20				6409	1712.75	1712.75			-15	20	0	10000	1700	0	Prøvedrift - første år - fra Simien
Trondheim Kommune - Granåsen barnehage	06.03.2017	-8.9	0.8	5.6	14	20		3019.9	2385.9	1427.5	988.6	988.6		-15	20	0	4000	988.6	0	20180412 ØL: Ny ET-kurve
Trondheim Kommune - Ranheimsletta barnehage	03.01.2000		-15	10	20.9				7566	2793.6	2793.6			-20	25	0	9000	2000	0	Fra Entros EOS
Trondheim Kommune - Ranheimsletta barnehage	09.03.2015		-15	14	20				7400	1600	1600			-15	20	0	9000	1600	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Ranheimsletta barnehage	26.12.2016		-13.3	12.9	20				10977.4	2449	2449			-15	20	0	12000	2449	0	20180220 ØL: Ny ET-kurve
Trondheim Kommune - Ranheimsletta barnehage	08.01.2018				-13.1	14	20				7789.6	1543.3	1543.3	-15	20	0	12000	1543.3	0	20190205 ØL: Ny ET-kurve
Trondheim Kommune - Lade Idrettsanlegg	03.01.2000		-11.3	11	22				6867.9	9979	0			-20	25	0	10000	2200	0	ET hentet i fra Entros eos
Trondheim Kommune - Lade Idrettsanlegg	29.12.2014	-15	-5	15	20			6900	6800	2000	2000			-15	20	0	16000	2000	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Lade Idrettsanlegg	01.01.2018	-13.6	1.4	14	20			7164.2	5441.5	1660.4	1660.4			-15	20	0	10000	1660.4	0	20190205 ØL: Ny ET-kurve
Trondheim Kommune - Trøndelag brann- og redningstjeneste IKS (Sluppen)	03.01.2000		-11.3	6.8	20				9028	5296	5296			-15	25	0	20000	5000	0	ET 110-sentralen hentet i fra Entros eos
Trondheim Kommune - Trøndelag brann- og redningstjeneste IKS (Sluppen)	29.12.2014		-15	-5	5	13	20		7500	7200	5900	5200	5200	-15	20	0	10000	5200	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Trøndelag brann- og redningstjeneste IKS (Sluppen)	02.01.2017		-15	-5	5.1	12.9	20		7500	7388.7	6201.9	5501	5501	-15	23	0	10000	5501	0	20180816 VG: Ny ET-kurve
Trondheim Kommune - Øya Barnehage	05.01.2015		-20	19	30				7000	2000	2000			-20	30	0	10000	1000	0	
Trondheim Kommune - Øya Barnehage	04.01.2016		-20	12	30				6700	2750	2750			-20	20	0	10000	2750	0	20171801 SKB: Ny ET-kurve
Trondheim Kommune - Øya Barnehage	26.09.2016		-20	12	30				6700	2750	2750			-20	20	0	10000	2750	0	20171801 SKB: Ny ET-kurve
Trondheim Kommune - Øya Barnehage	02.01.2017		-14.8	11.5	30				5945.3	2410.4	2410.4			-20	20	0	10000	2410.4	0	20180925 ØL: Ny ET-kurve
Trondheim Kommune - Breidablikk utbyggingsområde- bygg D	03.01.2000		-15.4	13.5	20				10179.25	1285.8	1285.8			-18	25	0	10500	1300	0	ET fra Entros eos
Trondheim Kommune - Breidablikk utbyggingsområde- bygg D	29.12.2014	-15	3	4	12	20		8000	4000	2400	700	700		-15	20	0	10500	700	0	20170116 ØL: Ny ET-kurve
Trondheim Kommune - Breidablikk utbyggingsområde- bygg D	26.12.2016	-15	0.9	2.6	12	20		8000	3363.6	1922.7	500	500		-15	20	0	10500	500	0	19.06.2017 SKB: Ny ET-kurve
Trondheim Kommune - Breidablikk utbyggingsområde- bygg D	05.06.2017	-12.3	2.5	7.2	10	20		4393.5	2865.5	1809.5	318.9	318.9		-15	20	0	6000	318.9	0	20180221 ØL: Ny ET-kurve
Trondheim Kommune - Solbakken skole	03.01.2000	-15	12	22.5				10353.6	3235.5	3235.5				-15	20	0	13000	3200	0	Fra Entros EOS
Trondheim Kommune - Solbakken skole	29.12.2014	-15	13	20				9400	3400	3400				-15	20	0	13000	3400	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Solbakken skole	02.01.2017	-14	-5	-3.5	0.5	13	20	11246.3	9977.4	8207.6	5928.3	3056.6	3056.6	-15	20	0	13000	3056.6	0	20190115 ØL: Ny ET-kurve
Trondheim Kommune - Solbakken skole	04.11.2019	-13.7	-6.2	-3.6	4.6	13	19.9	11644.8	8881.6	7858.9	4400	2707.9	2658.1	-15	20	0	13000	2608.3	0	191108 VS: Ny ET-kurve. Luftmengder gymsal redusert
Trondheim Kommune - Tyholt aktivitets- og sansesenter	04.01.2010		-11	0	7.6	15.5	20		14000	10900	6465.6	3000	3000	-15	20	0	18000	3000	0	Tyholt HVS 28122016 HL
Trondheim Kommune - Tyholt aktivitets- og sansesenter	27.02.2017		-15	2	7.6	15.5	20		16000	11000	6465.6	3000	3000	-15	20	0	18000	3000	0	ØL: Bygget brukes som dagsenter for HVPU
Trondheim Kommune - Tyholt aktivitets- og sansesenter	22.05.2017				-8.4	14.3	20				11831.6	3000	3000	-15	20	0	18000	3000	0	20170602 ØL: Ny automatikk installert på ventilasjon, nå skal driftstidene fungere
Trondheim Kommune - Nyhavna Brannstasjon	03.01.2000		-15	6	12.5	20.9			33922	10661.2	6057.5	6057.5		-12	22	0	32000	0	0	ET fra Entros eos
Trondheim Kommune - Nyhavna Brannstasjon	29.12.2014	-15	-5	5	13	20		30000	25600	9300	6000	6000		-15	20	0	32000	6000	0	20170119 ØL: Ny ET-kurve
Trondheim Kommune - Nyhavna Brannstasjon	02.01.2017	-8.4	2.8	4.5	6.6	14	20	28499.1	15609.8	11941.8	9052.9	6000	6000	-15	20	0	32000	6000	0	20180216 ØL: Ny ET-kurve
Trondheim Kommune - Granåsen-Skianlegg	03.01.2000		-11.3	12	22.5				72911.57	9964	9964			-16	23	0	85000	10000	0	ET hentet i fra Entros eos
Trondheim Kommune - Granåsen-Skianlegg	02.01.2012		-14.3	4.9	13	20			57792.3	16680.2	7000	7000		-15	20	0	85000	7000	0	20170503 ØL: Ny ET-kurve
Trondheim Kommune - Jakobsli skole	29.12.2014	-15	14	20				27000	3200	3200				-15	20	0	30000	3200	0	20170119 ØL: Usikker på status her, kurve basert på data fra jan 2015 til jan 2017
Trondheim Kommune - Jakobsli skole	11.09.2017			-14.9	14	20				21426.4	4671.7	4671.7		-15	20	0	30000	4671.7	0	20180612 ØL: Nytt abonnement i gymsalbygg inkludert. Se an om denne må revideres mer etterhvert
Trondheim Kommune - Husebyhallen	03.01.2000		-15	11	20.9				23720	5930	5930			-20	30	0	10000	5000	0	ET hentet i fra Entros eos
Trondheim Kommune - Husebyhallen	29.12.2014	-15	-2.5	14	20			18000	15000	3400	3400			-15	20	0	25000	3400	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Byneset sykehjem	03.01.2000		-14	15	20				42504	12768	12768			-15	25	0	50000	13500	0	Fra Entros EOS pr 122016
Trondheim Kommune - Byneset sykehjem	29.12.2014		-15	15	20				62000	16000	16000			-15	25	0	70000	16000	0	20170117 ØL: Ny ET-kurve
Trondheim Kommune - Byneset sykehjem	02.01.2017	-8.4	2.7	6.2	12	20		27076.5	20340.6	15321.8	10584.9	10584.9		-15	20	0	35000	10584.9	0	20180226 ØL: Ny ET-kurve med rett måleroppsett, forbruket i 1. kvartal 2017 er høyt pga. feil montering av energimåler
Trondheim Kommune - Byneset sykehjem	07.10.2019	-9.6	2	6.2	12	20		25359.5	19151.9	15321.8	10584.9	10584.9		-15	20	0	35000	10584.9	0	20191010 VS: Ny ET kurve basert på nye tall
Trondheim Kommune - Sverresmyr interimskole	03.01.2000	-16	13.5	20				32805	9112.5	9112.5				-15	20	0	40000	4500	0	Fra Entros EOS øket grunnlast fra 0 til 4500
Trondheim Kommune - Sverresmyr interimskole	04.01.2016			-15	15	20				33000	4500	4500		-15	20	0	40000	4500	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Sverresmyr interimskole	02.01.2017		-12.6	1.8	15	20			27170.8	17150.9	3443.4	3443.4		-15	20	0	40000	3443.4	0	20190205 ØL: Ny ET-kurve
Trondheim Kommune - Sverresmyr interimskole	31.12.2018	-9.4	1.3	11.2	15	20		23231.4	15651	6703.8	3443.4	3443.4		-15	20	0	40000	3443.4	0	17062019 SKB/VMG: Ny ET-kurve
Trondheim Kommune - Kalvskinnet bskole	03.01.2000	-15.4	12.5	22.5				38799.2	8377.1	8377.1				-15	20	0	45000	6800	0	Fra Entros EOS
Trondheim Kommune - Kalvskinnet bskole	29.12.2014	-15	14	20				35000	6000	6000				-15	20	0	36000	6000	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Kalvskinnet bskole	02.01.2017	-13.1	11.7	20				35000	6000	6000				-15	20	0	36000	6000	0	20170620 ØL: Ny ET-kurve
Trondheim Kommune - Kalvskinnet bskole	14.08.2017				-10.7	13	20				36037.8	10207.5	10207.5	-15	20	0	50000	10207.5	0	20181023 ØL: Ventilasjon går døgnkontinuerlig pga. radon, ET-kurven må ev. oppdateres
Trondheim Kommune - Lilleby skole	03.01.2000	-15.4	12.5	20				40220.1	6009.9	6009.9				-15	20	0	50000	6200	0	Fra Entros EOS
Trondheim Kommune - Lilleby skole	29.12.2014	-15	12	20				40300	4500	4500				-15	20	0	50000	4500	0	20170118 ØL: NY ET-kurve
Trondheim Kommune - Lilleby skole	26.12.2016	-11.6	1.3	5.2	13	20		32913.6	21931.8	12075.8	4878.8	4500		-15	20	0	50000	4500	0	03.11.2017 SKB: Ny ET-kurve
Trondheim Kommune - Lilleby skole	24.04.2017		-12.1	6	12.5	20			34906.6	11134.6	4877.3	4877.3		-15	20	0	50000	4877.3	0	20180412 ØL: Ny ET-kurve
Trondheim Kommune - Brøset Interim skole	03.01.2000	-15.4	13	20				39461.1	6923	6923				-15	20	0	45000	0	0	Fra Entros EOS
Trondheim Kommune - Brøset Interim skole	31.12.2012	-15.4	13	20				41000	5000	5000				-15	20	0	45000	5000	0	20170117 ØL: Ny ET-kurve
Trondheim Kommune - Brøset Interim skole	02.01.2017		-13	7.9	14	20			36340.6	11434	6188.7	6188.7		-15	20	0	45000	6188.7	0	20180913 ØL: Ny ET-kurve
Trondheim Kommune - Brøset Interim skole	05.08.2019		-11.9	8.2	13.9	20			37868.9	12113.2	4151	4151		-15	20	0	45000	4320.8	0	20191202 VS: Ny ET-kurve. Ranheim skole flyttet inn august. Oppdateres
Trondheim Kommune - Stavset bskole	03.01.2000	-15.4	4	10	22.5			34899.35	19073.5	10052.25	10052.25			-15	20	0	40000	10000	0	Fra Entros EOS
Trondheim Kommune - Stavset bskole	29.12.2014	-15.4	4	10	20			35000	18500	10000	10000			-15	20	0	40000	10000	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Stavset bskole	10.04.2017	-10.7	4.1	8.4	12.7	20		26114.2	16152	12462.3	9396.3	9396.3		-15	20	0	40000	9396.3	0	20190927 VS: Liten korreksjon opp på knekkpunkt 3
Trondheim Kommune - Trondheim Hovedbrannstasjon (Sluppen)	03.01.2000		-15	10.5	22.5				45824	16611.2	16611.2			-20	25	0	50000	16000	0	Lagt til grunnlast fra 0 til 16000Kwh Bygget solgt?
Trondheim Kommune - Trondheim Hovedbrannstasjon (Sluppen)	29.12.2014		-15	12	20				44000	14000	14000			-15	20	0	50000	14000	0	20170120 ØL: Ny ET-kurve
Trondheim Kommune - Trondheim Hovedbrannstasjon (Sluppen)	04.01.2016	-12.3	6	12.9	20			43397.2	19283	14906.7	14754.7			-15	20	0	50000	14754.7	0	20170908 ØL: Ny ET-kurve
Trondheim Kommune - Trondheim Hovedbrannstasjon (Sluppen)	01.01.2018	-14.4	-1.4	3.9	14	20		39057.6	29812.3	22490.5	12301.9	12301.9		-15	20	0	50000	12301.9	0	20190205 ØL: Ny ET-kurve
Trondheim Kommune - Spongdal skole	03.01.2000	-15	10	25				22664.4	9615.2	9615.2				-15	20	0	30000	7000	0	Fra Entros EOS
Trondheim Kommune - Spongdal skole	04.01.2016			-13.9	13	20				25735.9	6605.6	6605.6		-15	20	0	35000	6605.6	0	20171109 ØL: Ny ET-kurve
Trondheim Kommune - Spongdal skole	27.08.2018			-14.8	13	20				26264.1	8454.7	8454.7		-15	20	0	35000	8454.7	0	20181127 ØL: Ny ET-kurve med rett kalkulasjon, 3604 døgnkontinuerlig grunnet problemer med varme
Trondheim Kommune - Åsveien skole og Åsveihallen	03.01.2000		-15	13	25				39081	15062	15062			-15	25	0	45000	12213	0	ET fra Entros eos
Trondheim Kommune - Åsveien skole og Åsveihallen	29.12.2014		-15	13	20				37000	11000	11000			-15	20	0	45000	11000	0	20170123 ØL: Ny ET-kurve
Trondheim Kommune - Åsveien skole og Åsveihallen	26.12.2016		-13.8	10.2	20				31905.7	10830.2	10830.2			-15	20	0	45000	10830.2	0	05092017 SKB Ny ET-kurve
Trondheim Kommune - Åsveien skole og Åsveihallen	09.04.2018		-14.3	10.2	20				31226.5	10830.2	10830.2			-15	20	0	45000	10830.2	0	13.04.2018 SKB Ny nedjustert ET-kurve
Trondheim Kommune - Åsveien skole og Åsveihallen	31.12.2018	-13	5	12.1	20			28416.1	14728.3	9787	9787			-15	20	0	30000	9787	0	20191122 VS: Ny ET-kurve og grunnlast
Trondheim Kommune - Leangen Ishall	03.01.2000		-16	12	22.5				276925	44308	44308			-15	25	0	180000	44500	FF226F	ET hentet i fra Entros eos
Trondheim Kommune - Leangen Ishall	29.12.2014	-15	-3	13	20			170000	135000	25000	25000			-15	20	0	250000	25000	0	20170118 ØL: NY ET-kurve
Trondheim Kommune - Leangen Ishall	15.05.2017	-9.8	4.2	6.3	14	20		153963.3	106491.6	69925.6	33339.6	33339.6		-15	20	0	170000	33339.6	0	20170828 ØL: Ny kurve, sommeris i ungdomshall
Trondheim Kommune - Leangen Ishall	28.08.2017		-9	13.5	16	20			153963.3	72491.6	33339.6	33339.6		-15	20	0	170000	33339.6	0	20171101 ØL: Ny ET-kurve vinter, inkl. utebane
Trondheim Kommune - Leangen Ishall	01.01.2018		-7.1	12	16	20			166842.1	82150.7	33339.6	33339.6		-15	20	0	170000	33339.6	0	21012018 SKB: Ny ET-kurve uten VP med økt areal is utebane
Trondheim Kommune - Leangen Ishall	15.01.2018		-7.1	12	16	20			166842.1	82150.7	33339.6	33339.6		-15	20	0	170000	33339.6	0	21012018 SKB: Ny ET-kurve uten VP med økt areal is utebane
Trondheim Kommune - Ladesletta helse- og velferdssenter	03.01.2000		-11.3	14.5	25				79885	24016	24016			-20	30	10000	85000	24000	0	Fra Entro pr 201612
Trondheim Kommune - Ladesletta helse- og velferdssenter	29.12.2014		-15	5	15	20			75000	33000	22000	22000		-15	20	0	100000	22000	0	20170118 ØL: Ny ET-kurve
Trondheim Kommune - Ladesletta helse- og velferdssenter	04.06.2018		-13.1	8.2	14.3	19.9			64434	29981.1	23886.8	23886.8		-15	20	0	100000	23886.8	0	20180706: SKB Ny ET-kurve
Trondheim Kommune - Breidablikk (gml) skole	29.12.2014		-15	0	11	20			3000	2100	200	100		-15	20	0	5000	100	0	20170116 ØL: Ny ET-kurve
Trondheim Kommune - Skjetlein barnehage	03.01.2000		-16	13	20				100	100	50			-20	30	0	10000	50	0	ET manglet i Entro. Lagt lavt for å få opp i alarm
Trondheim Kommune - Flatåsen nedre skole	03.01.2000	-15	12	20				28656.6	10234.5	10234.5				-15	20	0	35000	10000	FF1E78	Fra Entros EOS
Trondheim Kommune - Flatåsen nedre skole	02.01.2012	-15	1	12	20			26000	19000	9000	9000			-15	20	0	32000	9000	0	20170117 ØL: Ny ET-kurve
Trondheim Kommune - Flatåsen nedre skole	01.01.2018		-11.8	12	20				25883	7792.5	7792.5			-15	20	0	32000	7792.5	0	20190312 ØL: Ny ET-kurve
